HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
663,-38.96481705,-43.03336716,60.95376205,40.1982193,27.28148842,-30.95298195,-17.80882645,16.11833572,663,45.61916733,18.00187874,2.029375315,61.42254639
664,-33.51494598,-69.76366425,63.17314148,-28.60325432,29.54714775,-14.26318932,74.08982849,-6.96880722,664,-37.98383331,-17.90617943,85.75269318,-3.237349033
665,-39.3019104,-62.3310051,46.07489395,-9.137067795,22.68748283,-24.32132339,64.01268768,-30.86795998,665,25.89431,-70.26617432,-62.92580414,8.036776543
666,-47.90319443,-45.53565598,71.46669769,32.21461105,0.845415235,-48.85052109,-14.43578053,14.1128149,666,-11.67135906,64.90393829,-25.62644005,65.61450195
667,-8.129700661,-63.67751694,29.74697685,-27.97474289,19.16050529,-14.44672775,11.19981575,-79.15792084,667,14.14096928,-84.86969757,-7.325119972,-15.38822269
668,-71.58459473,-16.742836,9.582723618,36.56538391,15.78388405,-46.59823608,1.413256526,72.33421326,668,44.04154587,16.25359917,-33.27490616,8.680957794
669,4.064525127,-1.679711699,47.0281868,11.70204067,47.1960144,56.49167252,14.79168797,24.57031822,669,29.46310234,-25.69378471,-5.42422533,41.95153046
670,-20.14281464,-68.60354614,64.3041153,-27.72877884,31.37405968,-9.816941261,74.88729858,-11.27110958,670,-68.23171234,22.31761169,-14.80378532,56.62625885
671,0.131468132,-79.63853455,-37.7453804,61.63519669,17.72754288,-14.43996906,22.44008064,-62.77409744,671,-38.50592041,0.087066591,-25.30372429,67.91426086
672,2.727639198,-71.34059906,40.94897842,-9.068369865,26.77198219,-1.347707391,65.73809814,-14.30073547,672,36.93031311,-27.19169617,40.65949249,55.62281036
673,-31.24012184,-63.99650574,8.588972092,54.04207993,42.17534637,-7.627298355,-36.29410172,62.14658737,673,-21.1452446,-51.60991669,-9.84834671,-12.54614544
674,-60.3576088,-24.70960045,40.12724686,25.80961609,7.442336082,-31.86409187,13.93641281,36.80495453,674,-35.89985657,-2.45262599,51.82104492,19.93000412
675,-4.781775951,-55.51760864,33.72328568,6.125803471,37.22910309,-1.285251379,1.0335145,-74.77812195,675,-59.62751389,-22.16570473,-28.8340416,20.59630013
676,-45.4342041,-36.6622467,35.39994049,-29.01638222,9.102220535,-44.81820297,40.88409424,-49.75862122,676,28.59837151,-16.69425774,27.1989193,67.62644958
677,-25.58228302,-10.78319073,13.93241024,-6.086164474,6.450381279,83.25550079,-7.319936275,-78.92185211,677,15.45590687,-83.89434814,54.11008835,51.25423813
678,-18.13456917,-75.93426514,45.81912994,58.29524231,33.23442459,-6.413898945,-35.3224678,0.432404429,678,30.09233665,6.543247223,-4.605720997,76.1785202
679,-76.88742828,-25.75367355,5.662065506,38.21310806,-4.496852398,-46.12176895,4.562318325,81.48659515,679,18.31605721,26.47007561,2.339587212,64.00240326
680,-52.96401215,27.01554108,-17.12836266,70.23529053,-70.16939545,-6.727952003,35.30466461,-80.77878571,680,-50.40454483,25.20806313,-12.78341484,-26.60233688
681,-18.10426712,13.33850098,17.62600708,-1.43754518,8.77128315,80.96326447,45.71350098,52.51747513,681,31.30199242,-67.34403992,22.92949104,74.58866882
682,-60.72085571,31.2182579,64.86660767,41.36193085,-74.46520233,-22.54556084,-3.623627663,33.43496323,682,-34.08332062,-27.0680275,82.39156342,28.70090294
683,-59.04324722,-30.52447891,7.663930416,20.45527267,3.954645872,-31.18746948,2.08754468,77.91745758,683,28.88336372,-56.32491302,-22.09477043,63.96918869
684,-48.0964241,21.49930763,5.773095131,55.11743164,-8.979823112,81.82006836,-41.39724731,54.72962189,684,12.35718441,22.99015427,-26.70625496,-81.26352692
685,11.94364738,-48.93336868,6.261062145,21.13680267,-18.4206295,63.0957756,6.800494194,77.99636078,685,-29.65822792,-9.992946625,21.66695786,-74.39311981
686,-74.00513458,42.69469452,70.38421631,32.3751564,-69.84729767,-36.20394516,-14.8166647,14.33128262,686,12.57593441,15.01242638,56.92087555,26.64591599
687,-59.97322083,-28.80634117,61.7545929,-24.52006149,7.160019398,-32.65179825,60.39015961,-37.90608978,687,29.84897041,23.20066261,9.417755127,-46.57517624
688,-68.61126709,39.28884888,25.90197182,32.12195206,-70.00621033,-8.674594879,-17.60593605,41.05253601,688,38.8649025,-58.93043137,-27.66539764,-82.88674164
689,-77.92559052,-26.61811638,36.77002335,-4.1749897,-6.336133003,-47.35995865,57.28554153,-5.567478657,689,25.70433044,-78.33753967,-27.57740402,24.08704948
690,-62.40240479,-37.11810303,40.47027969,-46.24726486,-0.423505843,-44.23891068,36.13882446,-48.0978508,690,-75.6555481,-42.73381424,75.35613251,1.351877451
691,-74.41992188,-16.80695915,52.00553513,-38.40564728,9.678007126,-47.64896774,54.64100266,-38.62997818,691,28.17867661,-25.42070198,-3.543925524,45.13874817
692,-40.85707092,-45.48465729,24.01463318,-37.4335289,43.48910522,-27.1374073,-8.037919998,-89.50261688,692,54.78363037,-20.93169594,-14.12507248,-78.80467224
693,-33.09269333,4.457408905,37.62390518,-49.89665222,-57.14587784,42.22271729,22.04380608,-58.39707184,693,-73.79625702,-37.77968216,79.37309265,0.000810417
694,-60.08494949,-19.19544029,47.629776,20.04924583,32.51659775,-30.93273926,-41.93882751,6.02299881,694,48.54660416,-38.96235657,5.920835495,-45.08961868
695,-69.33637238,38.45915222,24.68234825,43.60371399,-71.81154633,-32.73009872,-71.92073059,21.99529266,695,-14.05662441,17.94641304,-8.608942032,-33.7867012
696,-32.45907974,-45.67728424,-17.14907074,83.00386047,22.86601257,-21.21585846,54.88182068,-74.68884277,696,34.92986679,-5.51051569,24.14503098,37.72687912
697,-4.657113075,-56.2665863,66.06542969,17.89769936,37.39886856,-0.997994661,50.70023727,19.67616081,697,-74.52519989,-41.4792099,-10.01851273,-42.50409698
698,-79.4239502,27.08848,26.15725136,8.089149475,-73.90346527,-26.00823784,10.68859959,33.41445923,698,47.07910538,-54.95770645,-28.80775642,59.40184021
699,-44.97516632,-52.7727356,29.50632477,-7.464978695,27.54950142,-31.57549286,48.27412033,-27.91335678,699,58.00108337,-26.53710365,-18.88612938,-85.33992004
700,-33.42452621,-69.80862427,40.34857559,13.49341106,29.15662193,-14.65159321,-1.343759537,35.84841919,700,33.51206589,-4.685638905,-11.47253323,-22.44915009
701,4.454447746,-4.313974857,-21.03436089,74.79663086,48.52085495,55.74135971,41.55205536,-80.33467865,701,33.27000427,-15.77058887,-14.46407223,50.50141907
702,-66.77261353,-39.06558609,2.24839139,-10.1277895,-5.483082771,-53.06780624,27.26111794,-5.661322594,702,4.600812912,17.77715302,68.98409271,20.36528206
703,-31.37716484,-11.87917328,-16.9622097,56.45632172,-11.40270901,72.78488159,51.49934769,-46.80232239,703,-30.49983597,-39.50821304,75.32102203,33.7243042
704,-35.62760162,-55.37757492,29.78071976,-28.98039436,32.38879776,-22.57106972,13.02898502,-79.22926331,704,49.01002502,-42.01634216,59.97857666,25.14648056
705,-17.67088699,-75.94255829,37.75830841,-12.69724274,30.63397026,-2.607959747,64.41151428,-39.25853348,705,-13.07618618,24.10736847,60.45901489,34.4491806
706,-60.07294083,-24.91913223,13.96522617,4.795894146,8.001109123,-30.10799789,10.57558441,59.42086792,706,54.0876503,-27.46949196,-34.20864105,0.679011643
707,-34.85210419,-47.73505783,-6.822437286,59.45936584,13.17075443,-23.50520325,-18.06878662,-28.5892086,707,31.01793098,-5.547160149,45.66200638,46.2354126
708,-69.16494751,15.88998508,20.55622101,9.064953804,-76.21505737,-24.46305275,2.669641733,61.61291885,708,-28.22504807,-56.7460289,-33.5332222,0.364546001
709,-9.742791176,22.4843483,-29.29718018,-21.75876617,7.453855038,80.5223465,0.764757574,-80.27864075,709,50.94369125,-33.34507751,-17.56232834,42.5603981
710,28.41263199,-26.3352108,-40.29036713,62.97058487,14.47849751,-78.2144165,22.12003517,-59.64431763,710,22.20827866,23.07257271,-37.80278397,17.87561417
711,-81.10761261,33.60316467,44.77092743,-18.51926231,-78.69112396,-14.04205799,64.16607666,-38.91761398,711,-33.42630386,-45.85666656,-33.17525101,-84.38002777
712,-11.67418861,14.73108292,23.82979393,-23.21711159,9.542864799,82.85449982,4.242949009,-81.84101105,712,51.11831665,-55.14720154,-7.269262791,-29.92380333
713,-76.66259766,-24.32754517,68.40519714,-18.16413498,-2.945364952,-48.74198532,75.37574768,-4.174530029,713,22.07756424,27.97138023,50.25986862,36.60213089
714,-36.8323822,16.97199059,19.88220215,50.52597809,-9.814652443,80.33272552,-58.4034729,27.78854561,714,-22.0601368,-52.70631027,-11.97214317,-25.6290226
715,-43.59759903,-52.60832596,18.53978729,56.55355453,26.33911896,-31.53328323,-78.44868469,25.90016747,715,-25.56010246,76.55303955,38.04788589,51.95815277
716,-4.420286655,-77.38470459,7.973847389,57.85871124,26.85734749,-13.73016262,-36.96364975,61.18503189,716,49.01307297,-33.62785339,-15.15615749,-71.92132568
717,-51.29915237,26.27856827,27.43485069,46.1256752,-74.28771973,-6.090530396,-80.18848419,33.64519501,717,45.00268173,-30.88513947,76.97467804,30.96061516
718,-22.41737938,-35.79863739,24.98194885,36.20744705,38.80155563,-5.891311169,-35.77026367,36.83181381,718,-31.79150009,-38.65392303,17.49858475,77.15289307
719,-10.64017773,-68.24347687,73.87987518,-25.36783409,49.48059464,41.42410278,85.70771027,-4.213213921,719,-75.03050232,-49.87353516,-4.056630611,-46.37063599
720,-66.22675323,-24.64360619,-29.5670414,66.44184113,6.613057613,-35.11399841,31.49090195,-65.71495819,720,51.90284729,-47.62672806,-7.797864914,74.99833679
721,-36.8454895,-5.606810093,3.101754665,34.70314026,-12.10256958,73.50488281,3.744029999,79.54056549,721,35.73815155,-70.77815247,76.24610901,-3.917783499
722,-2.473989964,-78.72343445,70.03403473,-30.44783783,50.36478424,-6.459311485,58.58377838,-40.9932251,722,-43.04393005,63.15355301,23.21557426,40.21547318
723,-41.26151276,14.73722267,-19.38845634,75.41678619,-9.874251366,81.18501282,37.6856842,-78.42311859,723,5.57947731,7.349623203,-24.7589798,66.76022339
724,-51.52595139,27.73401642,20.4129982,9.057125092,-79.47129822,-9.363371849,2.331613064,61.51872635,724,-53.68933487,5.785877705,-31.26033974,1.939448953
725,-17.31471825,12.55922222,43.63558578,-47.45891953,-42.48901749,53.49895859,36.77097321,-45.25695419,725,49.93674469,-42.55931473,-13.08450317,69.80020905
726,-39.72554398,-68.55465698,-39.0100975,61.27668762,18.84466362,-18.92527008,21.65486336,-66.37932587,726,-49.19880676,-11.00511837,76.14338684,2.257413387
727,-65.74317932,-29.18216133,38.88337708,-49.10322189,10.31793594,-44.39818573,23.75605965,-55.51771164,727,-42.69697571,-28.22218513,-21.39353943,71.98512268
728,-27.14464569,-9.380243301,-21.08800697,33.1859436,-31.29351807,59.14154816,-5.860735416,79.18404388,728,18.11785126,-10.94960022,62.4282341,31.30747414
729,-60.73244095,-25.74371719,7.256515503,70.10845184,6.718609333,-31.88856506,-13.54226589,79.94690704,729,28.68358612,-54.31952286,6.913927078,-33.51083755
730,-10.70574093,-65.61332703,23.19840431,64.54924774,38.37963867,-1.76494801,-23.13932991,-34.11356354,730,13.76072788,-5.379209995,63.29578018,22.73298454
731,-38.90809631,10.56307983,55.61406326,-37.4540863,-69.7148056,-12.73069286,65.80348969,-33.56509018,731,50.60004044,-31.15913582,-5.253251553,-58.82189941
732,-74.20318604,-24.04540634,33.60718536,31.02736855,-1.378122687,-46.00285721,-39.77103806,14.43866539,732,-74.58246613,-49.2204361,-32.52098846,13.46329784
733,14.35744572,-41.32820511,2.257864475,28.90869713,8.516868591,84.59702301,17.94288254,3.032929659,733,21.93839073,-10.73443222,69.17753601,2.337919712
734,-72.7290802,42.62272644,40.6362114,-47.22538376,-70.57090759,-35.41287613,36.59026337,-47.43654633,734,10.13544941,-87.51651764,-31.95248795,-6.120440483
735,-76.88605499,-25.83888245,31.01755142,-7.098752975,-4.945579529,-46.3098259,50.84112167,-27.46323586,735,31.83171272,-61.0448494,-14.10029221,57.06694794
736,-27.10307121,-12.22562504,46.59843063,59.17271423,-24.54048729,68.53397369,-23.17306519,-24.72091675,736,39.93907166,3.428470135,-21.680233,-86.57035828
737,-66.52958679,-23.22661209,34.53713226,24.3779068,7.313980579,-37.37903214,48.93525696,34.69561005,737,-33.98661423,-47.6866188,84.63669586,1.14276135
738,-46.79195786,8.392214775,-25.92433929,80.70192719,-44.18484497,-32.87437057,42.26204681,-79.08577728,738,45.49689102,-27.34941292,-24.54573631,59.02324295
739,-17.95458984,-65.55060577,41.36601639,-44.50333405,30.03940392,-12.81026459,41.93997955,-50.7468605,739,-72.22914124,-28.60513306,93.37452698,-2.436312675
740,-3.597661018,-62.31806564,75.90329742,22.08432198,48.61303329,41.78042221,-14.41701317,18.94558716,740,19.23477936,-3.177381992,-71.42997742,14.89271927
741,-23.80613899,-48.60876083,5.929399967,59.36634445,31.74283218,-13.82026863,-34.58995056,63.89964294,741,33.23984528,-70.90068054,-4.836649418,-10.69577122
742,-32.34121323,-69.51165771,-18.56245613,72.86000061,31.99938011,-12.78032684,38.73674011,-80.98166656,742,44.63196182,4.856412411,34.38340759,60.38473511
743,-76.98828125,18.88156128,46.41605377,-9.673495293,-78.25546265,-12.50946808,71.20359039,-37.87301636,743,-28.08058739,-29.16749954,1.414447546,-35.19504929
744,-14.77220821,-76.03878021,17.29610825,-1.868735075,27.91735458,-11.28241253,27.24599266,6.625910282,744,50.97622299,-0.93266207,54.71681213,32.35231018
745,-17.94019127,-65.84320831,19.78761482,9.003419876,27.74755669,-11.38769817,5.070828438,80.06593323,745,-82.40139008,-25.860672,71.6759491,1.60235703
746,-57.46635437,-31.41629982,35.4112587,-30.4695816,6.524542809,-29.87298393,35.95700073,-57.02031326,746,48.37242126,-44.9146843,16.64710236,78.7022171
747,-51.24414063,29.02349663,8.649450302,35.11151505,-80.53486633,-10.03357697,-34.37714767,55.76153946,747,2.028599501,13.95835876,-31.18139648,41.06211472
748,1.451014161,-80.07002258,25.01623154,28.14887428,25.55637932,-6.591293812,-53.10510635,20.29476738,748,-60.22267914,-21.63008881,9.690319061,-43.97008133
749,8.682947159,-2.881896973,36.54808807,29.94244957,-32.23635864,35.6815033,7.419496536,32.77441406,749,38.67851639,-22.08229828,-59.79111481,6.25374651
750,2.722089529,-34.5983963,41.43863678,-44.95864487,-13.34936428,28.8068943,38.74580383,-48.48767853,750,-25.56760979,73.29164886,-18.93521118,-0.76601249
751,-45.96858597,23.80707932,63.28303909,29.42328262,-80.54934692,-9.304223061,6.546294212,36.09786987,751,2.11849308,23.49991608,-25.84431839,5.043916702
752,-36.56568146,-51.19721603,40.50681305,-30.01695633,33.57253265,-22.39523888,59.20669937,-41.10588455,752,52.69126892,-37.3359108,4.746291637,35.80131149
753,-20.04816628,-56.83905029,52.65364838,-35.13417435,20.93785667,-16.68763733,67.51921082,-40.78789902,753,-77.86651611,-24.88609505,-8.14495182,-20.20740128
754,11.06339264,-39.90868759,23.86567688,5.502385616,-38.89033508,44.99290085,42.39731979,2.744787931,754,23.57734489,21.86326599,72.3091507,35.70631027
755,-59.25533676,-28.69303131,66.0246582,17.76425934,3.323861599,-32.26620102,61.20871353,7.769049168,755,49.85767365,-45.39532089,-60.3825264,7.351770401
756,-23.25772285,-20.58057404,4.054046631,84.16473389,34.09505844,-20.43937111,-20.36205292,-38.20862579,756,55.47648239,-50.99908447,87.34413147,4.78632021
757,16.14749146,-65.22194672,-19.24150276,84.28495789,20.56020355,-5.648640156,58.13440704,-72.42594147,757,54.30615234,-41.81260681,65.2157135,39.42865753
758,-66.30337524,-34.20420074,-16.02973366,79.82460785,-6.381465435,-46.59950256,49.68528366,-77.90966797,758,-4.423340321,3.49744153,-29.66010094,76.99150848
759,15.38542652,-66.24829865,9.632808685,21.50668716,48.65138626,56.75097275,-39.88166428,52.5701828,759,13.50273228,-5.64992857,-71.41669464,16.48807144
760,-33.66287613,-50.15794373,10.47869968,63.99860382,33.55486679,-22.99081993,-87.33494568,16.4268322,760,43.05099487,-28.37916374,15.98560143,70.59366608
761,-50.93381119,-28.52761841,27.18473053,-4.384971142,19.8494854,-23.57227516,54.05877686,-13.86935425,761,-28.47702217,-55.05090332,2.612586737,-5.453115463
762,-5.074227333,-55.84259796,23.954916,44.10138321,38.00676346,-1.477436304,-47.69940567,27.64433289,762,18.95025063,11.40906811,63.86102676,33.55500412
763,-80.88547516,29.7848568,26.04940605,-0.114166364,-64.74669647,-35.55836868,49.42393112,-24.0463295,763,-34.85889053,-9.861600876,-37.4806366,48.82699966
764,-78.66332245,33.07657623,10.54264832,36.55118942,-58.5515213,-41.37558365,-0.487491161,62.84373856,764,-73.29866791,-33.92391586,54.66680908,23.35062218
765,-40.17374039,29.44453812,25.78382492,22.54585075,-59.14819336,-22.75738335,-26.53539658,38.72948837,765,-80.60838318,-39.38734818,81.5918045,-10.1783638
766,-81.25270844,26.89870644,-20.94651222,56.69000626,-75.72799683,-25.81037712,28.68196106,-57.95501328,766,-17.33139038,-9.650570869,-37.73260498,14.49543953
767,7.481479645,-41.26610947,29.19202232,48.2868042,-1.721740127,59.81381989,-80.58778381,39.75177383,767,-82.37083435,-28.97109032,-22.60014725,-87.9108963
768,-58.46486282,-44.35503769,39.6366539,54.72208405,13.10683441,-22.51879883,-20.20974159,42.84386826,768,-64.73470306,2.163995743,-2.258143187,49.36994553
769,-55.19402695,17.71280861,45.32869339,-7.798303604,-76.80695343,-13.53211498,64.88955688,-17.24900818,769,-8.916781425,25.6843853,-25.25063133,56.47014236
770,-62.81286621,-29.61730194,43.27482986,-24.0385704,-0.610194921,-49.95811081,48.02774811,-48.48045349,770,28.93654251,6.644398689,-31.73891258,-77.14063263
771,-73.89308929,-42.70661163,39.17301178,-24.01636887,-6.426562786,-55.75882339,56.75133133,-40.48400497,771,11.50680828,18.859375,-3.916445255,-37.05091095
772,-65.87181854,-28.69978905,-39.57168961,59.95022202,-0.556880772,-49.53805161,21.56838036,-69.41378021,772,-65.84966278,27.23114586,27.28234291,69.07543945
773,-42.876194,20.23392868,60.56786346,0.880961955,-72.55999756,-6.482719421,36.31674957,29.29249763,773,36.05873871,-29.43027306,-13.15228939,-25.07573891
774,-45.07473755,-51.62466049,34.13642883,-8.451331139,23.5939846,-29.16807175,65.56452179,-16.04101181,774,-55.11953735,21.22998047,-27.11077118,49.06204605
775,-46.23940659,-46.12374878,56.08818054,-46.7592392,27.5818119,-33.27882385,66.77128601,-35.22377014,775,-13.5415678,25.74521446,-62.25304413,9.774064064
776,-68.89853668,-14.43170261,17.257267,2.422281265,44.56962204,-47.75214005,52.49778366,1.531592607,776,21.99752998,-12.02156258,92.59741974,-5.475893497
777,-22.89001846,-20.068573,7.894337177,38.40510941,32.25107956,-17.93145943,-34.00650787,57.19138718,777,-38.1833992,5.595494747,-27.96515846,-81.97059631
778,-68.03278351,11.80057907,17.7904377,50.8223877,-77.67838287,-24.83123016,-84.29994965,30.32622147,778,-45.95882797,58.5417366,12.21797657,82.69892883
779,-22.3112278,-36.45134735,20.17939949,12.22752857,50.16733932,4.187172413,27.31212807,51.85982513,779,27.95212555,0.257334739,0.084435463,-56.10412598
